,index,Name,birth,death,timeline_position,timeline_position_extended,Summary,cloudinary thumbnails,cloudinary artworks
142,142,Bartolomeo Montagna,1450,1523,1486,1481.5,"Bartolomeo Montagna was an Italian Renaissance painter who mainly worked in Vicenza. He also produced works in Venice, Verona, and Padua. He is most famous for his many Madonnas and his works are known for their soft figures and depiction of eccentric marble architecture. He is considered to be heavily influenced by Giovanni Bellini, in whose workshop he might have worked around 1470. Benedetto Montagna, a productive engraver, was his son and pupil and active until about 1540. He was mentioned in Vasari's Lives as a student of Andrea Mantegna but this is widely contested by art historians.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_142_fq7dtc.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/142_1_fljmhg.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/142_0_s1tsmy.png']"
118,118,Bernardino Pinturicchio,1452,1513,1482,1482.0,"Pintoricchio or Pinturicchio whose birth name was Bernardino di Betto, also known as Benetto di Biagio or Sordicchio, was an Italian painter during the Renaissance. Born in Perugia in 1454 and dying in Siena in 1513, Pintoricchio acquired his nickname because of his small stature. He also used it to sign some of his 15th and 16th century artworks.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_118_g7h41c.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_20_asyyif.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_7_pjlrul.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_16_bmsney.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_22_z2jyte.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_11_cfjkko.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_18_vqbwg0.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_4_hwgc5y.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_19_sx6wte.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_8_cjyiag.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_5_lqwp3m.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_15_bgn4co.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_0_tinwos.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_1_zp6ees.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_9_kqgiaw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_13_elybzn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_14_yolxkg.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_21_dh4wcc.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_3_qjxouz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_17_bnmxps.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_10_twfx3j.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_12_b8xulq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_6_dfaeu4.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/118_2_crs3la.png']"
155,155,Leonardo da Vinci,1452,1519,1486,1482.5,"Leonardo da Vinci was an Italian polymath of the High Renaissance who was active as a painter, draughtsman, engineer, scientist, theorist, sculptor and architect. While his fame initially rested on his achievements as a painter, he also became known for his notebooks, in which he made drawings and notes on a variety of subjects, including anatomy, astronomy, botany, cartography, painting, and paleontology. Leonardo's genius epitomized the Renaissance humanist ideal, and his collective works compose a contribution to later generations of artists matched only by that of his younger contemporary, Michelangelo.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_155_abct6y.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/155_7_snvins.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/155_1_akewwo.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/155_6_go7yr7.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/155_3_bkc7cy.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/155_4_omdvoy.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/155_0_uzwxsq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/155_2_ytcklb.png']"
137,137,Cima da Conegliano,1459,1517,1488,1483.0,"Giovanni Battista Cima, also called Cima da Conegliano, was an Italian Renaissance painter, who mostly worked in Venice. He can be considered part of the Venetian school, though he was also influenced by Antonello da Messina, in the emphasis he gives to landscape backgrounds and the tranquil atmosphere of his works. Once formed his style did not change greatly. He mostly painted religious subjects, often on a small scale for homes rather than churches, but also a few, mostly small, mythological ones.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_137_fi2u52.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/137_1_lf8nsy.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/137_0_ryyxdm.png']"
149,149,Francesco Bonsignori,1458,1519,1488,1483.5,"Francesco Bonsignori, also known as Francesco Monsignori, was an Italian painter and draughtsman, characterized by his excellence in religious subjects, portraits, architectural perspective and animals. He was born in Verona and died in Caldiero, a city near Verona. Bonsignori's style in early period was under the influence of his teacher Liberale da Verona. After becoming the portraitist and court artist to the Gonzaga family of Mantua in 1487, his style was influenced by Andrea Mantegna, who also worked for Francesco Gonzaga from the 1480s. They collaborated to execute several religious paintings, mainly with the theme of Madonna and Child. The attribution of the portrait of a Venetian Senator  was debatable until the last century because of the similarity in techniques used by Bonsignori and his teacher Mantegna. During the phase of his career in Mantua, there is an undocumented period between 1495 and July 1506 with no official record regarding his activities by the court of Mantua. Bonsignori's late style was decisively influenced by Lorenzo Costa in terms of form and color. He produced his last monumental altarpiece the Adoration of the Blessed Osanna Andreasi  in 1519 shortly before his death.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_149_lnoh7y.png,
121,121,Francesco Francia,1450,1517,1484,1484.0,"Francesco Francia, whose real name was Francesco Raibolini was an Italian painter, goldsmith, and medallist from Bologna, who was also director of the city mint.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_121_jgifku.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/121_0_fqecuu.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/121_1_cgm0sy.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/121_5_xigajk.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/121_4_xbpwdj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/121_3_ekzwxx.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/121_2_oqilpr.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/121_6_sibrng.png']"
169,169,Davide Ghirlandaio,1452,1525,1488,1484.5,"Davide Ghirlandaio (1452–1525), also known as David Ghirlandaio and as Davide Bigordi, was an Italian painter and mosaicist, active in his native Florence.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_169_np3l4m.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/169_2_gsgdog.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/169_3_trpeul.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/169_1_fcvguv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/169_0_l7oljm.png']"
122,122,Caradosso,1452,1527,1490,1485.0,"Cristoforo Foppa was an Italian goldsmith, sculptor, and die sinker.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_122_lglq6q.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/122_1_wui6ep.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/122_0_mjvqpu.png']"
242,242,Davide Ghirlandaio,1452,1525,1488,1485.5,"Davide Ghirlandaio (1452–1525), also known as David Ghirlandaio and as Davide Bigordi, was an Italian painter and mosaicist, active in his native Florence.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_242_bq2fgb.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/242_3_tcgsqe.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/242_2_oapqwq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/242_1_wztl2p.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/242_0_wca5us.png']"
107,107,Bastiano Mainardi,1460,1513,1486,1486.0,Bastiano di Bartolo Mainardi was an Italian painter of the Early Renaissance. He was born in San Gimignano and was active there and in Florence.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_107_xjb8hv.png,
62,62,Attavante,1452,1522,1487,1487.0,Attavante degli Attavanti was an Italian painter.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_062_idz9ie.png,
143,143,Benedetto Rusconi,1460,1525,1492,1487.5,"Benedetto Rusconi, nicknamed the Diana, was an Italian Renaissance painter, a companion of Vittore Carpaccio and Giovanni di Niccolò Mansueti, who lived in the latter part of the 15th and early part of the 16th centuries. No date can be given of his birth.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_143_ehighf.png,
106,106,David Ghirlandaio,1452,1525,1488,1488.0,"Davide Ghirlandaio (1452–1525), also known as David Ghirlandaio and as Davide Bigordi, was an Italian painter and mosaicist, active in his native Florence.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_106_mlrmoo.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/106_0_rcjyws.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/106_3_dggl5g.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/106_1_og2qfg.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/106_2_rtjtbt.png']"
158,158,Piero di Cosimo,1462,1522,1492,1488.5,"Piero di Cosimo, also known as Piero di Lorenzo, was an Italian painter of the Renaissance.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_158_ahmg1z.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/158_3_upkr21.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/158_2_bpgw5j.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/158_0_frow5b.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/158_1_bcqhtt.png']"
156,156,Giorgione da Castelfranco,1478,1510,1494,1489.0,"Giorgione was an Italian painter of the Venetian school during the High Renaissance, who died in his thirties. He is known for the elusive poetic quality of his work, though only about six surviving paintings are firmly attributed to him. The uncertainty surrounding the identity and meaning of his work has made Giorgione one of the most mysterious figures in European art.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_156_oxi3px.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/156_0_t1jndg.png']
160,160,Fra Bartolomeo,1472,1517,1494,1489.5,"Fra Bartolomeo or Bartolommeo, also known as Bartolommeo di Pagholo, Bartolommeo di S. Marco, and his original name Baccio della Porta, was an Italian Renaissance painter of religious subjects. He spent all his career in Florence until his mid-forties, when he travelled to work in various cities, as far south as Rome. He trained with Cosimo Roselli and in the 1490s fell under the influence of Savonarola, which led him to become a Dominican friar in 1500, renouncing painting for several years. Typically his paintings are of static groups of figures in subjects such as the Virgin and Child with Saints.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_160_azb8w0.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/160_9_uu3009.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/160_10_v1w4th.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/160_11_nkdbad.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/160_2_kddkei.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/160_7_vzkq2i.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/160_8_oqperw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/160_4_du9gpb.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/160_5_w9ekec.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/160_1_ncaeks.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/160_3_ana6mj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/160_6_s5jh0p.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/160_12_as3oqo.png']"
114,114,Benedetto,1460,1521,1490,1490.0,Benedetto Buglioni (1459/1460–1521) was an Italian sculptor.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_114_bvy3mw.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/114_1_clgbrn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/114_4_ozvuf0.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/114_2_azz0ei.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/114_3_nkzo8f.png']"
161,161,Mariotto Albertinelli,1474,1515,1494,1490.5,Mariotto di Bindo di Biagio Albertinelli was an Italian Renaissance painter active in Florence. He was a close friend and collaborator of Fra Bartolomeo.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_161_mc8dul.png,
140,140,Giovanni di Niccolò Mansueti,1465,1527,1496,1491.0,Giovanni di Niccolò Mansueti was an Italian painter.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_140_gcsvhr.png,
165,165,Antonio da Sangallo,1455,1534,1494,1491.5,Antonio da Sangallo the Elder was an Italian Renaissance architect who specialized in the design of fortifications.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_165_iwtw5w.png,
141,141,Vittore Belliniano,1456,1529,1492,1492.0,"Vittore Belliniano was an Italian painter of the Renaissance period considered to be identical with Bellini Bellini and Vittore di Matteo. He was a native of Venice, active c. year 1525. He painted historical subjects, and several of his pictures were painted for the Scuola di San Marco at Venice and in churches of neighboring towns.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_141_m2klzz.png,
